Document Title,Authors,Author Affiliations,Publication Title,Publication Year,Venue Key,Venue Rank,IC Domain,Abstract,DOI,PDF Link,Source URL,IEEE Article Number,Quality Score,Collection Method,Download Status,Article Citation Count
A 0.63-mm2/Ch 1.3-mΩ/√ Hz-Sensitivity 1-MHz Bandwidth Active Electrode Electrical Impedance Tomography System,Ting Zhou; Hui Li; Jiajie Huang; Chao Wang; Qianyu Guo; Junyan Liu; Zhiwen Gu; Yang Zhao; Jian Zhao; Mingyi Chen; Yan Liu; Guoxing Wang; Yong Lian; Yongfu Li,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,"EDA, CAD & Verification",,10.1109/a-sscc56115.2022.9980694,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980694,https://doi.org/10.1109/a-sscc56115.2022.9980694,9980694,90.3,crossref_venue_year:2022,publisher_pdf_requires_session,6
A 0.95pJ/b 5.12Gb/s/pin Charge-Recycling IOs with 47% Energy Reduction for Big Data Applications,Han Wu; Jeong Hoan Park; Miaolin Zhang; Longyang Lin; Rucheng Jiang; Jung-Hwan Choi; Jerald Yoo,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,General IC,,10.1109/a-sscc56115.2022.9980680,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980680,https://doi.org/10.1109/a-sscc56115.2022.9980680,9980680,90.2,crossref_venue_year:2022,publisher_pdf_requires_session,2
A 1.3mW Speech-to-Text Accelerator with Bidirectional Light Gated Recurrent Units for Edge AI,Yu-Hsuan Tsai; Yi-Cheng Lin; Wen-Ching Chen; Liang-Yi Lin; Nian-Shyang Chang; Chun-Pin Lin; Shi-Hao Chen; Chi-Shi Chen; Chia-Hsiang Yang,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc56115.2022.9980661,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980661,https://doi.org/10.1109/a-sscc56115.2022.9980661,9980661,90.1,crossref_venue_year:2022,publisher_pdf_requires_session,0
A 1.7-6.4 GHz fourth-order RF filter with 1-40% fractional bandwidth in 22-nm FDSOI,Iman Ghotbi; Baktash Behmanesh; Markus Tormanen,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc56115.2022.9980796,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980796,https://doi.org/10.1109/a-sscc56115.2022.9980796,9980796,90.2,crossref_venue_year:2022,publisher_pdf_requires_session,3
"A 10-Gbps, 0.121-pJ/bit, All-Digital True Random-Number Generator using Middle Square Method",Jonghyun Kim; Hyungil Chae,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,General IC,,10.1109/a-sscc56115.2022.9980831,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980831,https://doi.org/10.1109/a-sscc56115.2022.9980831,9980831,90.3,crossref_venue_year:2022,publisher_pdf_requires_session,6
"A 103 fJ/b/dB, 10-26 Gbps Receiver with a Dual Feedback Nested Loop CDR for Wide Bandwidth Jitter Tolerance Enhancement",Yao-Chia Liu; Wei-Zen Chen; Yuan-Sheng Lee; Yu-Hsiang Chen; Shawn Min; Ying-Hsi Lin,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc56115.2022.9980721,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980721,https://doi.org/10.1109/a-sscc56115.2022.9980721,9980721,100.1,crossref_venue_year:2022,publisher_pdf_requires_session,0
A 103.8-dB DR 25ps-to-35ns Resolution Time-to-Digital Converter with Dynamic Ring Oscillator for LiDAR Applications,Taewoong Kim; Sanghoon Lee; Youngcheol Chae,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc56115.2022.9980728,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980728,https://doi.org/10.1109/a-sscc56115.2022.9980728,9980728,100.1,crossref_venue_year:2022,publisher_pdf_requires_session,1
A 10Gb/s/pin DQS and WCK Built-Out Tester for LPDDR5 DRAM Test,Chan-Ho Kye; Jihee Kim; Kyungmin Baek; Kahyun Kim; Sangjin Pack; Changwon Jung; Deog-Kyoon Jeong,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc56115.2022.9980646,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980646,https://doi.org/10.1109/a-sscc56115.2022.9980646,9980646,100.4,crossref_venue_year:2022,publisher_pdf_requires_session,7
A 11.4-Gbps/lane MIPI 32-bit C-PHY and D-PHY combo transmitter with 3-tap FFE,Junhan Bae; Myeongkyu Song; Bongkyu Kim; Junkyu Lee; Woosung Park; Jung-Hoon Chun,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc56115.2022.9980792,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980792,https://doi.org/10.1109/a-sscc56115.2022.9980792,9980792,90.3,crossref_venue_year:2022,publisher_pdf_requires_session,4
"A 110-120-GHz, 12.2% Efficiency, 16.2-dBm Output Power Multiplying Outphasing Transmitter in 22-nm FDSOI",Jeff Shih-Chieh Chien; James F. Buckwalter,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc56115.2022.9980747,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980747,https://doi.org/10.1109/a-sscc56115.2022.9980747,9980747,90.4,crossref_venue_year:2022,publisher_pdf_requires_session,7
A 118.6fJ/Conversion-Step Two-Step Time-Domain RC-to-Digital Converter With 33nF/10MΩ Range and 53aF rms Resolution,Hoyong Seong; Chongsoo Jung; Donghyun Youn; Junghyup Lee; Sohmyung Ha; Minkyu Je,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,General IC,,10.1109/a-sscc56115.2022.9980735,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980735,https://doi.org/10.1109/a-sscc56115.2022.9980735,9980735,90.3,crossref_venue_year:2022,publisher_pdf_requires_session,4
A 12.8-Gbps 0.5-pJ/b Encoding-less Inductive Coupling Interface Using Clocked Hysteresis Comparator for 3D-stacked SRAM in 7-nm FinFET,Kota Shiba; Mitsuji Okada; Atsutake Kosuge; Mototsugu Hamada; Tadahiro Kuroda,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc56115.2022.9980775,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980775,https://doi.org/10.1109/a-sscc56115.2022.9980775,9980775,90.1,crossref_venue_year:2022,publisher_pdf_requires_session,1
A 12b 8GS/s Time-Interleaved 2b/cycle Pipelined-SAR ADC with Layout-Customized Bootstrap and Super- Source-Follower Based Open-Loop Residue Amplifier,Qiang Yu; Jie Pu; Jian Luo; Zhengbo Huang; Junhong Wu; Xing Zhu; Feixiang Xiang; Lei Chen; Jianwen Li; Qiang Li; Jinda Yang; Yuanjun Cen,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc56115.2022.9980717,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980717,https://doi.org/10.1109/a-sscc56115.2022.9980717,9980717,110.7,crossref_venue_year:2022,publisher_pdf_requires_session,14
A 140GHz 4TX-4RX Phased-Array FMCW-FSK Antenna-Packaged Radar Chipset With 25dBm EIRP and 16GHz BW,Shunli Ma; Tianxiang Wu; Zhuofan Xu; Zhonghao Sun; Xuefeng Li; Lei Wu; Biao Hu; Junyan Ren; Yong Chen; Jiebin Pan,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,General IC,,10.1109/a-sscc56115.2022.9980679,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980679,https://doi.org/10.1109/a-sscc56115.2022.9980679,9980679,100.2,crossref_venue_year:2022,publisher_pdf_requires_session,2
A 14V Hybrid Boost Converter With Scalable Conversion Ratio in 180nm Standard CMOS for an Ultrasound Imaging System,Jiaqi Guo; Jiamin Li; Jerald Yoo,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Power Management,,10.1109/a-sscc56115.2022.9980729,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980729,https://doi.org/10.1109/a-sscc56115.2022.9980729,9980729,90.2,crossref_venue_year:2022,publisher_pdf_requires_session,2
A 17-21GHz Current-Folding Frequency Tripler With >36 dBc Harmonic Rejection in 90nm CMOS,Chun-Hung Lin; Ching-Yuan Yang,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,General IC,,10.1109/a-sscc56115.2022.9980819,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980819,https://doi.org/10.1109/a-sscc56115.2022.9980819,9980819,100.2,crossref_venue_year:2022,publisher_pdf_requires_session,3
"A 1984-Pixels, 1.26nW/Pixel Retinal Prosthesis Chip with Time-Domain In-Pixel Image Processing",Dong-Hwi Choi; Dong-Woo Jee,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,General IC,,10.1109/a-sscc56115.2022.9980617,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980617,https://doi.org/10.1109/a-sscc56115.2022.9980617,9980617,100.2,crossref_venue_year:2022,publisher_pdf_requires_session,2
A 2.47 μJ/sample QR-Decomposition-based Extreme Learning Machine Engine Supporting Online Class Incremental Learning for ECG-based User Identification,Yi-Ta Chen; Li-Sheng Chang; Yu-Chuan Chuang; An-Yeu Wu,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,General IC,,10.1109/a-sscc56115.2022.9980621,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980621,https://doi.org/10.1109/a-sscc56115.2022.9980621,9980621,90.1,crossref_venue_year:2022,publisher_pdf_requires_session,0
A 20-MHz 2.3-mW Receiver and a 25-V Transmitter for Ultrasound Capsule Endoscopy,Kyeongwon Jeong; Jaesuk Choi; Gichan Yun; Injun Choi; Jeehoon Son; Jae Youn Hwang; Sohmyung Ha; Minkyu Je,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc56115.2022.9980696,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980696,https://doi.org/10.1109/a-sscc56115.2022.9980696,9980696,100.2,crossref_venue_year:2022,publisher_pdf_requires_session,2
A 217.8 MSOPs/W FPGA-based Online Learning SNN Processor Using Unified Event-Driven Structure and Topology Aware Data Reuse Strategies,Chaoming Fang; Fengshi Tian; Chuanqing Wang; Jie Yang; Mohamad Sawan,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc56115.2022.9980727,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980727,https://doi.org/10.1109/a-sscc56115.2022.9980727,9980727,90.5,crossref_venue_year:2022,publisher_pdf_requires_session,9
A 24GHz CMOS UWB Radar IC with IQ Correlation Receiver for Short Range Human Detection,Dongwuk Park; Byeongjae Seo; Kiryun Byeon; Gu Jung; Yunseong Eo,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc56115.2022.9980763,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980763,https://doi.org/10.1109/a-sscc56115.2022.9980763,9980763,90.2,crossref_venue_year:2022,publisher_pdf_requires_session,2
A 28nm 57.6TOPS/W Attention-based NN Processor with Correlative Computing-in-Memory Ring and Dataflow-reshaped Digital-assisted Computing-in-Memory Array,Ruiqi Guo; Zhiheng Yue; Hao Li; Te Hu; Yabing Wang; Hao Sun; Jeng-Long Hsu; Yaojun Zhang; Bonan Yan; Leibo Liu; Ru Huang; Shaojun Wei; Shouyi Yin,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc56115.2022.9980780,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980780,https://doi.org/10.1109/a-sscc56115.2022.9980780,9980780,110.2,crossref_venue_year:2022,publisher_pdf_requires_session,3
A 28nm Hybrid 2T1R RRAM Computing-in-Memory Macro for Energy-efficient AI Edge Inference,Wang Ye; Chunmeng Dou; Linfang Wang; Zhidao Zhou; Junjie An; Weizeng Li; Hanghang Gao; Xiaoxin Xu; Jinshan Yue; Jianguo Yang; Jing Liu; Dashan Shang; Jinghui Tian; Qi Liu; Ming Liu,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc56115.2022.9980669,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980669,https://doi.org/10.1109/a-sscc56115.2022.9980669,9980669,120.4,crossref_venue_year:2022,publisher_pdf_requires_session,7
A 2m-Range 711uW Body Channel Communication Transceiver Featuring Dynamically-Sampling Bias-Free Interface Front End,Guanjie Gu; Changgui Yang; Zhuhao Li; Xiangdong Feng; Ziyi Chang; Ting-Hsun Wang; Yunshan Zhang; Yuxuan Luo; Hong Zhang; Ping Wang; Sijun Du; Yong Chen; Bo Zhao,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc56115.2022.9980620,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980620,https://doi.org/10.1109/a-sscc56115.2022.9980620,9980620,100.1,crossref_venue_year:2022,publisher_pdf_requires_session,0
A 3.07mW 30MHz-BW 73.5dB-SNDR Time-Interleaved Noise-Shaping SAR ADC with 2 nd -order Error-Feedforward and Redundancy-Bit Reduction,Shulin Zhao; Mingqiang Guo; Sai-Weng Sin; Liang Qi; Dengke Xu; Guoxing Wang; Rui P. Martins,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc56115.2022.9980691,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980691,https://doi.org/10.1109/a-sscc56115.2022.9980691,9980691,100.2,crossref_venue_year:2022,publisher_pdf_requires_session,3
A 32.2-38.2 GHz Broadband 4-Channel TRx Beamformer with Embedded 3-Winding Transformer Based PA/LNA FE and High Resolution Phase/Amplitude Control,Yongjie Li; Zongming Duan; Xiao Li; Chuanming Zhu; Na Ding; Yuefei Dai; Liguo Sun; Hao Gao,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,General IC,,10.1109/a-sscc56115.2022.9980606,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980606,https://doi.org/10.1109/a-sscc56115.2022.9980606,9980606,90.3,crossref_venue_year:2022,publisher_pdf_requires_session,5
A 37-39GHz Phase and Amplitude Detection Circuit with 0.060 degree and 0.043dB RMS Errors for the Calibration of 5GNR Phased-Array Beamforming,Yudai Yamazaki; Jun Sakamaki; Jian Pang; Joshua Alvin; Zheng Li; Atsushi Shirane; Kenichi Okada,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,General IC,,10.1109/a-sscc56115.2022.9980814,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980814,https://doi.org/10.1109/a-sscc56115.2022.9980814,9980814,90.2,crossref_venue_year:2022,publisher_pdf_requires_session,3
A 409.6 GOPS and 204.8 GFLOPS Mixed-Precision Vector Processor System for General-Purpose Machine Learning Acceleration,Jung-Hoon Kim; Sukjin Lee; Seungjae Moon; Sungyeob Yoo; Joo-Young Kim,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc56115.2022.9980798,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980798,https://doi.org/10.1109/a-sscc56115.2022.9980798,9980798,90.3,crossref_venue_year:2022,publisher_pdf_requires_session,4
A 42Gb/s PAM-8 Transmitter with Feed-Forward Tomlinson-Harashima Precoding in 28nm CMOS,Byungjun Kang; Woosong Jung; Hyojun Kim; Sanghee Lee; Deog-Kyoon Jeong,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc56115.2022.9980733,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980733,https://doi.org/10.1109/a-sscc56115.2022.9980733,9980733,90.2,crossref_venue_year:2022,publisher_pdf_requires_session,2
"A 5.0-to-12.5-Gb/s, 1.7-pJ/b, 0.66-μs Lock-time Reference-less Sub-sampling CDR with Beat Detection FLL in 28nm CMOS",Woosung Park; Jahoon Jin; Minsu Park; Sangdon Jung; Jung-Hoon Chun,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc56115.2022.9980827,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980827,https://doi.org/10.1109/a-sscc56115.2022.9980827,9980827,90.2,crossref_venue_year:2022,publisher_pdf_requires_session,2
A 57.2GHz 11.2mW 8-bit General Purpose Superconductor Microprocessor with Dual-Clocking Scheme,Ikki Nagaoka; Ryota Kashima; Tomoki Nakano; Masamitsu Tanaka; Taro Yamashita; Koji Inoue; Akira Fujimaki,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc56115.2022.9980802,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980802,https://doi.org/10.1109/a-sscc56115.2022.9980802,9980802,100.5,crossref_venue_year:2022,publisher_pdf_requires_session,9
A 6 Gbps PAM-3 Transceiver with Time-Varying Offset Compensation,Ju Eon Kim; Dong-Hyun Yoon; Junyoung Song; Kwang-Hyun Baek; Jung-Hwan Choi; Tony Tae-Hyoung Kim,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc56115.2022.9980713,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980713,https://doi.org/10.1109/a-sscc56115.2022.9980713,9980713,90.2,crossref_venue_year:2022,publisher_pdf_requires_session,2
A 6-bit 5.12-GS/s Flash ADC with Track-and-Hold Embedded Dynamic Preamplifier in 28nm CMOS,Daesik Moon; Sangwoo Lee; Taewoong Kim; Woo-Young Choi; Youngcheol Chae,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc56115.2022.9980652,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980652,https://doi.org/10.1109/a-sscc56115.2022.9980652,9980652,100.2,crossref_venue_year:2022,publisher_pdf_requires_session,2
A 64-channel back-gate adapted ultra-low-voltage spike-aware neural recording front-end with on-chip lossless/near-lossless compression engine and 3.3V stimulator in 22nm FDSOI,Franz Marcus Schuffny; Seyed Mohammad Ali Zeinolabedin; Richard George; Liyuan Guo; Annika Weise; Johannes Uhlig; Julian Meyer; Andreas Dixius; Stefan Hanzsche; Marc Berthel; Stefan Scholze; Sebastian Hoppner; Christian Mayr,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc56115.2022.9980793,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980793,https://doi.org/10.1109/a-sscc56115.2022.9980793,9980793,90.4,crossref_venue_year:2022,publisher_pdf_requires_session,8
A 7-Bit 4-GS/s Quad-Channel Time-Interleaved SAR ADC With 2-Then-1-Bit/Cycle Conversion,Jihyun Baek; Jonghyun Kim; Gyuchan Cho; Jintae Kim; Hyungil Chae,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc56115.2022.9980748,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980748,https://doi.org/10.1109/a-sscc56115.2022.9980748,9980748,100.2,crossref_venue_year:2022,publisher_pdf_requires_session,3
A 7.5Gb/s/pin 12Gb-LPDDR5x SDRAM with a Pseudo-double-bit ECC and “Spider”-shape Datapath Control Architecture in a 2 nd Generation 10nm DRAM Process,Feng Lin; Kangling Ji; Enpeng Gao; Zhonglai Liu; Weibing Shang; Hongwen Li,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc56115.2022.9980731,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980731,https://doi.org/10.1109/a-sscc56115.2022.9980731,9980731,100.1,crossref_venue_year:2022,publisher_pdf_requires_session,1
A 75.6M Base-pairs/s FPGA Accelerator for FM-index Based Paired-end Short-Read Mapping,Chung-Hsuan Yang; Yi-Chung Wu; Yen-Lung Chen; Chao-Hsi Lee; Jui-Hung Hung; Chia-Hsiang Yang,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc56115.2022.9980714,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980714,https://doi.org/10.1109/a-sscc56115.2022.9980714,9980714,90.1,crossref_venue_year:2022,publisher_pdf_requires_session,1
A 78.6 dB-SNDR 520mVpp-full-scale 620MΩ-Zin 105dBCMRR VCO-based Sensor Readout Circuit Using FVF-Based Gm-Input Structure,Yi Zhong; Lu Jie; Nan Sun,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc56115.2022.9980716,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980716,https://doi.org/10.1109/a-sscc56115.2022.9980716,9980716,90.4,crossref_venue_year:2022,publisher_pdf_requires_session,7
A 90.6% Peak-Efficiency 1.5A Dual Inductor Ladder BuckConverter Achieving 0.93W/mm 2 Active Peak Power Density for Li-ion Battery Operated PMICs,Arindam Mishra; Wei Zhu; Valentijn De Smedt,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Power Management,,10.1109/a-sscc56115.2022.9980644,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980644,https://doi.org/10.1109/a-sscc56115.2022.9980644,9980644,100.1,crossref_venue_year:2022,publisher_pdf_requires_session,1
A 91-dB DR 20-kHz BW 5th-Order Multi-Step Incremental ADC for Sensor Interfaces by Re-Using a MASH 2-1 Modulator,Jia-Sheng Huang; Shih-Che Kuo; Yu-Cheng Huang; Chia-Wei Kao; Che-Wei Hsu; Chia-Hung Chen,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc56115.2022.9980590,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980590,https://doi.org/10.1109/a-sscc56115.2022.9980590,9980590,100.3,crossref_venue_year:2022,publisher_pdf_requires_session,6
A 96.62%-Peak-Efficiency and Seamless-Mode-Transition Buck-Boost DC-DC Converter with Auto-Shift-Ramp,Chi-Wei Chen; Bao-Xian Peng; Hsin-Shu Chen,,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC),2022,ASSCC,A,Power Management,,10.1109/a-sscc56115.2022.9980638,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9980638,https://doi.org/10.1109/a-sscc56115.2022.9980638,9980638,110.1,crossref_venue_year:2022,publisher_pdf_requires_session,1
